Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,Percent_change
2023-12-13 00:00:00-05:00,51.628321819709946,51.704693180538335,50.94096136345161,50.979148864746094,4499700,0.0,0.0,0.0,
2023-12-14 00:00:00-05:00,50.78821325685215,51.17007733140868,50.635466898677464,50.82640075683594,8045400,0.0,0.0,0.0,0.30052906685432035
2023-12-15 00:00:00-05:00,50.94095849523809,51.05551735091076,50.78821214042108,50.90277099609375,5621825,0.0,0.0,0.0,-0.15003159506517458
2023-12-18 00:00:00-05:00,50.78821006316925,50.78821006316925,50.55908871943468,50.63546371459961,2799075,0.0,0.0,0.0,0.5279052701102617
2023-12-19 00:00:00-05:00,50.635466724787065,50.635466724787065,50.368157867579,50.40634536743164,4825175,0.0,0.0,0.0,0.45454266818559286
2023-12-20 00:00:00-05:00,49.788780794317404,50.47922733155689,49.596993341183044,50.44086837768555,4743900,0.236,0.0,0.0,-0.06844253749838064
2023-12-21 00:00:00-05:00,50.13400241264147,50.40251142279101,49.94221496582031,49.94221496582031,8480075,0.0,0.0,0.0,0.9984607454965807
2023-12-22 00:00:00-05:00,49.86549541877151,50.09564546873465,49.71206327149972,49.90385437011719,4462200,0.0,0.0,0.0,0.07686900378199167
2023-12-26 00:00:00-05:00,49.82713985413816,49.86549880809107,49.59699344664308,49.712066650390625,2364875,0.0,0.0,0.0,0.38579711657402094
2023-12-27 00:00:00-05:00,49.71206187066196,49.78877611308065,49.596988677978516,49.596988677978516,3256600,0.0,0.0,0.0,0.2320261279556373
2023-12-28 00:00:00-05:00,49.635345458984375,49.67370441039974,49.52027226284921,49.635345458984375,4640825,0.0,0.0,0.0,-0.07727715129444417
2023-12-29 00:00:00-05:00,49.673701041566055,50.01892426466971,49.63534209275216,49.82713317871094,3616850,0.0,0.0,0.0,-0.3849061896430867
2024-01-02 00:00:00-05:00,50.134002685546875,50.32579379152312,49.9805705323881,50.134002685546875,4896125,0.0,0.0,0.0,-0.6120985566636291
2024-01-03 00:00:00-05:00,50.32579464516507,50.59430000321963,50.24908039633997,50.51758575439453,4835650,0.0,0.0,0.0,-0.7593060181310987
2024-01-04 00:00:00-05:00,50.63265938123884,50.747732584496944,50.287436113353365,50.70937728881836,4659850,0.0,0.0,0.0,-0.37821709647797036
2024-01-05 00:00:00-05:00,50.70937564566203,50.82444884519137,50.364152388962964,50.671016693115234,5960725,0.0,0.0,0.0,0.07570520231605522
2024-01-08 00:00:00-05:00,50.63265782222083,50.63265782222083,49.94221496582031,49.94221496582031,3625475,0.0,0.0,0.0,1.4592899569906994
2024-01-09 00:00:00-05:00,50.21072127879512,50.32579448071231,49.94221592161797,50.057289123535156,3747500,0.0,0.0,0.0,-0.22988491732114189
2024-01-10 00:00:00-05:00,50.01893261640234,50.05729157162108,49.67370933565626,49.75042724609375,3982825,0.0,0.0,0.0,0.6168024968378539
2024-01-11 00:00:00-05:00,49.71205999037995,50.24907429944238,49.63534209275216,49.82713317871094,7518150,0.0,0.0,0.0,-0.1539441017850105
2024-01-12 00:00:00-05:00,49.71205999037995,49.98056531585581,49.59698680204897,49.82713317871094,5178750,0.0,0.0,0.0,0.0
2024-01-16 00:00:00-05:00,49.98057338752058,50.210723459461576,49.82714122559702,50.0189323425293,6036950,0.0,0.0,0.0,-0.38345313431506306
2024-01-17 00:00:00-05:00,50.32579639376577,50.555946464460064,50.249082142275185,50.287437438964844,6362050,0.0,0.0,0.0,-0.5339407019127559
2024-01-18 00:00:00-05:00,50.13399910875775,50.32579020105074,49.8271348243333,49.86549377441406,8152700,0.0,0.0,0.0,0.8461636145820742
2024-01-19 00:00:00-05:00,49.750427102193996,49.86550030940608,49.290130615234375,49.290130615234375,6075475,0.0,0.0,0.0,1.1672989135919571
2024-01-22 00:00:00-05:00,49.13669353496738,49.29012568193068,49.0216166811617,49.175048828125,6037600,0.0,0.0,0.0,0.23402475412196344
2024-01-23 00:00:00-05:00,49.136696392105435,49.29012854799032,49.021619531608415,49.05997848510742,3055300,0.0,0.0,0.0,0.23455033322631544
2024-01-24 00:00:00-05:00,48.829830586218065,49.05998065930053,48.67639842353352,49.02162170410156,4559525,0.0,0.0,0.0,0.07824461874677255
2024-01-25 00:00:00-05:00,48.82982486656954,49.059974912693534,48.753110623268796,48.79146957397461,5470325,0.0,0.0,0.0,0.471705673423119
2024-01-26 00:00:00-05:00,48.868186950683594,48.983263810179714,48.67639584296784,48.868186950683594,4212700,0.0,0.0,0.0,-0.1569883834372767
2024-01-29 00:00:00-05:00,48.829827295726645,48.90654520095479,48.4846076965332,48.4846076965332,5277225,0.0,0.0,0.0,0.7911361406721616
2024-01-30 00:00:00-05:00,48.56132125854492,48.638039162690724,48.48460701251013,48.56132125854492,3076050,0.0,0.0,0.0,-0.15797255927879045
2024-01-31 00:00:00-05:00,48.753113914556515,49.36684253483837,48.753113914556515,49.32848358154297,7843175,0.0,0.0,0.0,-1.5552116491273873
2024-02-01 00:00:00-05:00,49.175050295177876,49.29012715241667,48.75311279296875,48.75311279296875,8570800,0.0,0.0,0.0,1.1801724148723476
