,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDateCalls
3217,SPY260116C00225000,24:09:27 17:25:28,225.0,354.0,359.39,364.0,0.0,0.0,18.0,1.0000000000000004e-05,True,REGULAR,USD,2026-01-16
3218,SPY260116C00230000,24:08:19 17:06:38,230.0,334.7,336.09,341.0,0.0,0.0,31.0,1.0000000000000004e-05,True,REGULAR,USD,2026-01-16
3219,SPY260116C00235000,24:01:04 19:24:40,235.0,246.48,267.5,272.5,0.0,0.0,9.0,1.0000000000000004e-05,True,REGULAR,USD,2026-01-16
3220,SPY260116C00240000,24:08:05 16:38:09,240.0,290.2,316.4,320.28,0.0,0.0,9.0,1.0000000000000004e-05,True,REGULAR,USD,2026-01-16
3221,SPY260116C00245000,24:09:20 13:30:00,245.0,330.32,347.03,350.8,0.0,0.0,3.0,0.3303289624023437,True,REGULAR,USD,2026-01-16
3222,SPY260116C00250000,24:11:06 14:30:05,250.0,353.5,353.11,356.98,5.3200073,1.5279474,45.0,0.5949747534179688,True,REGULAR,USD,2026-01-16
3223,SPY260116C00255000,24:08:05 15:32:02,255.0,277.1,303.82,307.62,0.0,0.0,28.0,1.0000000000000004e-05,True,REGULAR,USD,2026-01-16
3224,SPY260116C00260000,24:07:17 14:15:33,260.0,309.73,302.23,307.0,0.0,0.0,4.0,1.0000000000000004e-05,True,REGULAR,USD,2026-01-16
3225,SPY260116C00270000,24:07:02 13:40:07,270.0,289.49,281.0,286.0,0.0,0.0,4.0,1.0000000000000004e-05,True,REGULAR,USD,2026-01-16
3226,SPY260116C00275000,24:10:29 15:03:23,275.0,317.42,329.61,333.48,0.0,0.0,8.0,0.5594526477050781,True,REGULAR,USD,2026-01-16
3227,SPY260116C00280000,24:11:12 19:23:31,280.0,328.0,324.92,328.79,0.0,0.0,13.0,0.5525557440185547,True,REGULAR,USD,2026-01-16
3228,SPY260116C00285000,23:12:26 16:54:05,285.0,206.0,217.0,222.0,0.0,0.0,1.0,1.0000000000000004e-05,True,REGULAR,USD,2026-01-16
3229,SPY260116C00290000,24:11:15 17:38:54,290.0,307.57,315.54,319.41,0.0,0.0,114.0,0.5388229711914063,True,REGULAR,USD,2026-01-16
3230,SPY260116C00295000,24:11:15 17:40:27,295.0,303.27,310.86,314.73,0.0,0.0,3.0,0.532109171142578,True,REGULAR,USD,2026-01-16
3231,SPY260116C00300000,24:11:15 17:55:59,300.0,298.0,306.18,310.0,0.0,0.0,96.0,0.525120715637207,True,REGULAR,USD,2026-01-16
3232,SPY260116C00305000,24:01:24 20:14:30,305.0,201.2,219.5,224.5,0.0,0.0,3.0,1.0000000000000004e-05,True,REGULAR,USD,2026-01-16
3233,SPY260116C00310000,24:03:05 16:24:14,310.0,219.0,228.0,232.92,0.0,0.0,9.0,1.0000000000000004e-05,True,REGULAR,USD,2026-01-16
3234,SPY260116C00315000,24:04:09 17:53:08,315.0,223.7,223.13,226.81,0.0,0.0,10.0,1.0000000000000004e-05,True,REGULAR,USD,2026-01-16
3235,SPY260116C00320000,24:09:19 16:30:12,320.0,263.5,276.81,280.57,0.0,0.0,58.0,0.3827881546020507,True,REGULAR,USD,2026-01-16
3236,SPY260116C00325000,24:06:07 15:31:03,325.0,230.01,246.76,250.61,0.0,0.0,43.0,1.0000000000000004e-05,True,REGULAR,USD,2026-01-16
3237,SPY260116C00330000,24:10:04 16:52:52,330.0,256.09,252.96,256.68,0.0,0.0,4.0,1.0000000000000004e-05,True,REGULAR,USD,2026-01-16
3238,SPY260116C00335000,24:03:07 14:43:19,335.0,200.61,205.5,210.5,0.0,0.0,32.0,1.0000000000000004e-05,True,REGULAR,USD,2026-01-16
3239,SPY260116C00340000,24:10:15 13:42:14,340.0,258.12,269.6,272.76,0.0,0.0,26.0,0.4924824922180176,True,REGULAR,USD,2026-01-16
3240,SPY260116C00345000,24:03:27 14:31:07,345.0,200.0,187.5,192.5,0.0,0.0,4.0,1.0000000000000004e-05,True,REGULAR,USD,2026-01-16
3241,SPY260116C00350000,24:11:20 17:31:39,350.0,253.0,259.59,263.46,0.0,0.0,181.0,0.4790396334838867,True,REGULAR,USD,2026-01-16
3242,SPY260116C00355000,24:09:17 13:37:26,355.0,224.72,0.0,0.0,0.0,0.0,16.0,1.0000000000000004e-05,True,REGULAR,USD,2026-01-16
3243,SPY260116C00360000,24:11:06 15:04:46,360.0,243.2,250.34,254.2,0.0,0.0,22.0,0.4659934992980958,True,REGULAR,USD,2026-01-16
3244,SPY260116C00365000,24:11:20 19:15:07,365.0,238.43,245.72,249.5,0.0,0.0,20.0,0.4588982333374024,True,REGULAR,USD,2026-01-16
3245,SPY260116C00370000,24:11:06 14:31:11,370.0,236.0,241.11,244.97,0.0,0.0,75.0,0.4532372792053222,True,REGULAR,USD,2026-01-16
3246,SPY260116C00375000,24:11:01 19:26:08,375.0,215.95,236.5,240.37,0.0,0.0,203.0,0.446996496887207,True,REGULAR,USD,2026-01-16
3247,SPY260116C00380000,24:11:01 19:35:23,380.0,210.82,231.91,235.77,0.0,0.0,13.0,0.4407404559326171,True,REGULAR,USD,2026-01-16
3248,SPY260116C00385000,24:11:19 15:32:11,385.0,219.84,227.32,231.19,0.0,0.0,43.0,0.4346370013427735,True,REGULAR,USD,2026-01-16
3249,SPY260116C00390000,24:11:19 15:34:07,390.0,215.36,222.74,226.5,0.0,0.0,20.0,0.4276790631103516,True,REGULAR,USD,2026-01-16
3250,SPY260116C00395000,24:11:01 18:42:55,395.0,197.48,218.17,222.0,0.0,0.0,34.0,0.4221706953430176,True,REGULAR,USD,2026-01-16
3251,SPY260116C00400000,24:11:22 18:36:39,400.0,215.0,213.61,217.48,1.300003,0.60833085,812.0,0.4164792239379882,True,REGULAR,USD,2026-01-16
3252,SPY260116C00405000,24:11:12 15:34:29,405.0,213.13,209.06,212.93,0.0,0.0,288.0,0.4105436143493652,True,REGULAR,USD,2026-01-16
3253,SPY260116C00410000,24:11:22 20:28:52,410.0,205.24,204.52,208.39,9.020004,4.596883,524.0,0.4046690393066406,True,REGULAR,USD,2026-01-16
3254,SPY260116C00415000,24:11:15 15:48:27,415.0,195.25,200.0,203.87,0.0,0.0,84.0,0.3989012747192383,True,REGULAR,USD,2026-01-16
3255,SPY260116C00420000,24:11:08 16:17:49,420.0,198.76,195.48,199.35,0.0,0.0,95.0,0.3931029928588867,True,REGULAR,USD,2026-01-16
3256,SPY260116C00425000,24:11:14 20:26:26,425.0,190.85,190.99,194.85,0.0,0.0,104.0,0.3874115214538574,True,REGULAR,USD,2026-01-16
3257,SPY260116C00430000,24:11:15 20:13:52,430.0,179.11,186.5,190.37,0.0,0.0,71.0,0.381819231185913,True,REGULAR,USD,2026-01-16
3258,SPY260116C00435000,24:11:21 16:40:27,435.0,179.97,182.04,185.9,0.0,0.0,38.0,0.3762498288726806,True,REGULAR,USD,2026-01-16
3259,SPY260116C00440000,24:11:15 19:49:27,440.0,170.5,177.59,181.46,0.0,0.0,771.0,0.370825383605957,True,REGULAR,USD,2026-01-16
3260,SPY260116C00445000,24:11:19 14:30:00,445.0,164.2,173.15,177.0,0.0,0.0,46.0,0.36524072265625,True,REGULAR,USD,2026-01-16
3261,SPY260116C00450000,24:11:22 15:15:57,450.0,168.5,168.73,172.5,-0.94000244,-0.5547701,256.0,0.3593661476135253,True,REGULAR,USD,2026-01-16
3262,SPY260116C00455000,24:11:21 20:02:24,455.0,164.99,164.33,168.0,0.0,0.0,155.0,0.3534610552978515,True,REGULAR,USD,2026-01-16
3263,SPY260116C00460000,24:11:21 15:59:33,460.0,157.6,159.95,163.82,0.0,0.0,149.0,0.3493641114044189,True,REGULAR,USD,2026-01-16
3264,SPY260116C00465000,24:11:05 15:01:31,465.0,137.97,155.59,159.46,0.0,0.0,391.0,0.3441456577301025,True,REGULAR,USD,2026-01-16
3265,SPY260116C00470000,24:11:19 14:36:16,470.0,143.63,151.25,155.0,0.0,0.0,422.0,0.3383092292785644,True,REGULAR,USD,2026-01-16
3266,SPY260116C00475000,24:11:22 15:15:35,475.0,147.08,146.93,150.8,0.5700073,0.38905695,542.0,0.3338537074279785,True,REGULAR,USD,2026-01-16
3267,SPY260116C00480000,24:11:22 14:52:17,480.0,143.65,142.62,146.5,4.299988,3.0857465,672.0,0.3287573228454589,True,REGULAR,USD,2026-01-16
3268,SPY260116C00485000,24:11:20 21:10:32,485.0,135.65,138.35,142.0,0.0,0.0,3065.0,0.3225317991638183,True,REGULAR,USD,2026-01-16
3269,SPY260116C00490000,24:11:21 16:40:27,490.0,132.31,134.1,137.97,0.0,0.0,420.0,0.3187018814086914,True,REGULAR,USD,2026-01-16
3270,SPY260116C00495000,24:11:22 16:31:15,495.0,130.41,129.87,133.5,-0.83000183,-0.6324305,450.0,0.3125145043182372,True,REGULAR,USD,2026-01-16
3271,SPY260116C00500000,24:11:22 16:31:15,500.0,126.7,125.67,129.5,0.33999634,0.26906958,1671.0,0.3086235520172119,True,REGULAR,USD,2026-01-16
3272,SPY260116C00505000,24:11:21 15:50:30,505.0,123.0,121.5,125.38,5.4100037,4.6007347,751.0,0.3040154438018798,True,REGULAR,USD,2026-01-16
3273,SPY260116C00510000,24:11:15 18:45:08,510.0,110.59,117.36,121.0,0.0,0.0,665.0,0.2980493169403075,True,REGULAR,USD,2026-01-16
3274,SPY260116C00515000,24:11:22 14:48:06,515.0,114.5,113.25,117.0,1.1399994,1.0056452,473.0,0.2938150453186034,True,REGULAR,USD,2026-01-16
3275,SPY260116C00520000,24:11:22 15:28:53,520.0,108.8,109.17,113.0,-0.7899933,-0.72086257,1813.0,0.2894587046051025,True,REGULAR,USD,2026-01-16
3276,SPY260116C00525000,24:11:21 21:02:00,525.0,104.61,105.12,109.0,0.0,0.0,1864.0,0.2849726654815673,True,REGULAR,USD,2026-01-16
3277,SPY260116C00530000,24:11:20 16:31:45,530.0,94.76,101.1,104.98,0.0,0.0,2343.0,0.2802653761291503,True,REGULAR,USD,2026-01-16
3278,SPY260116C00535000,24:11:22 18:15:21,535.0,97.57,97.12,101.0,1.8099976,1.8901395,3719.0,0.2756191213226318,True,REGULAR,USD,2026-01-16
3279,SPY260116C00540000,24:11:22 19:39:58,540.0,95.0,93.18,97.0,1.0,1.0638298,5015.0,0.2707516162872314,True,REGULAR,USD,2026-01-16
3280,SPY260116C00545000,24:11:21 20:15:47,545.0,90.5,89.27,93.0,0.0,0.0,3815.0,0.2657467835235596,True,REGULAR,USD,2026-01-16
3281,SPY260116C00550000,24:11:20 16:38:43,550.0,79.72,85.4,89.21,0.0,0.0,5198.0,0.2615125119018554,True,REGULAR,USD,2026-01-16
3282,SPY260116C00555000,24:11:22 14:30:01,555.0,82.08,81.57,85.35,-0.62999725,-0.7616942,2695.0,0.256820481185913,True,REGULAR,USD,2026-01-16
3283,SPY260116C00560000,24:11:21 18:36:00,560.0,79.79,77.79,81.5,0.0,0.0,1715.0,0.2520140106964111,True,REGULAR,USD,2026-01-16
3284,SPY260116C00565000,24:11:15 16:10:57,565.0,70.08,74.06,77.76,0.0,0.0,584.0,0.247505083618164,True,REGULAR,USD,2026-01-16
3285,SPY260116C00570000,24:11:22 20:31:27,570.0,70.98,70.4,74.04,-1.0199966,-1.416662,1064.0,0.242896975402832,True,REGULAR,USD,2026-01-16
3286,SPY260116C00575000,24:11:22 18:25:33,575.0,68.78,66.79,70.37,0.7799988,1.147057,635.0,0.2383193844604492,True,REGULAR,USD,2026-01-16
3287,SPY260116C00580000,24:11:22 19:08:45,580.0,63.99,63.23,66.75,1.3300018,2.122569,949.0,0.2337417935180664,True,REGULAR,USD,2026-01-16
3288,SPY260116C00585000,24:11:22 18:55:24,585.0,60.85,59.72,63.19,0.34999847,0.57850987,428.0,0.2292099784851074,True,REGULAR,USD,2026-01-16
3289,SPY260116C00590000,24:11:22 18:55:06,590.0,57.75,56.29,59.7,0.75,1.3157895,1109.0,0.2247391979980468,True,REGULAR,USD,2026-01-16
3290,SPY260116C00595000,24:11:22 18:55:24,595.0,53.97,52.91,56.27,-0.22999954,-0.42435342,1430.0,0.2202836761474609,True,REGULAR,USD,2026-01-16
3291,SPY260116C00600000,24:11:22 20:52:11,600.0,51.62,49.61,52.91,1.1199989,2.2178197,3062.0,0.2158586715698242,False,REGULAR,USD,2026-01-16
3292,SPY260116C00605000,24:11:21 18:11:38,605.0,47.51,46.38,49.63,0.87999725,1.887191,1120.0,0.2115023308563232,False,REGULAR,USD,2026-01-16
3293,SPY260116C00610000,24:11:21 20:55:31,610.0,44.95,44.0,46.43,2.0,4.6565776,4501.0,0.2071993953704833,False,REGULAR,USD,2026-01-16
3294,SPY260116C00615000,24:11:21 17:28:30,615.0,41.8,40.19,43.32,1.4099998,3.4909627,2281.0,0.2029574944305419,False,REGULAR,USD,2026-01-16
3295,SPY260116C00620000,24:11:22 20:25:13,620.0,38.31,38.55,38.75,0.58000183,1.5372431,2746.0,0.1926731734466552,False,REGULAR,USD,2026-01-16
3296,SPY260116C00625000,24:11:21 18:46:30,625.0,35.59,35.67,35.87,0.0,0.0,1134.0,0.1887059279632568,False,REGULAR,USD,2026-01-16
3297,SPY260116C00630000,24:11:22 20:19:33,630.0,32.61,32.91,33.1,-0.38000107,-1.1518674,1315.0,0.184830234298706,False,REGULAR,USD,2026-01-16
3298,SPY260116C00635000,24:11:22 20:39:30,635.0,30.11,30.25,30.45,-0.09000015,-0.29801375,432.0,0.1810766097259521,False,REGULAR,USD,2026-01-16
3299,SPY260116C00640000,24:11:21 16:08:45,640.0,26.44,27.72,27.91,0.0,0.0,1992.0,0.1773916490173339,False,REGULAR,USD,2026-01-16
3300,SPY260116C00645000,24:11:22 14:56:29,645.0,25.47,25.32,25.5,3.0199986,13.452108,535.0,0.1738516453552246,False,REGULAR,USD,2026-01-16
3301,SPY260116C00650000,24:11:22 20:28:56,650.0,22.89,23.04,23.22,-0.050001144,-0.21796487,2421.0,0.1704337107849121,False,REGULAR,USD,2026-01-16
3302,SPY260116C00655000,24:11:22 14:58:59,655.0,21.33,20.9,21.08,2.1200008,11.035924,775.0,0.1671836212158203,False,REGULAR,USD,2026-01-16
3303,SPY260116C00660000,24:11:22 19:26:17,660.0,18.84,18.9,19.07,-0.3600006,-1.8750031,1524.0,0.1640556007385254,False,REGULAR,USD,2026-01-16
3304,SPY260116C00665000,24:11:20 20:40:35,665.0,15.72,17.03,17.2,0.0,0.0,518.0,0.1611030545806885,False,REGULAR,USD,2026-01-16
3305,SPY260116C00670000,24:11:22 18:26:11,670.0,15.63,15.31,15.48,0.020000458,0.12812594,1416.0,0.1583717586517334,False,REGULAR,USD,2026-01-16
3306,SPY260116C00675000,24:11:22 18:26:00,675.0,14.0,13.72,13.89,0.52999973,3.9346676,1199.0,0.1557854197692871,False,REGULAR,USD,2026-01-16
3307,SPY260116C00680000,24:11:22 18:42:04,680.0,12.37,12.27,12.43,0.17000008,1.3934432,2284.0,0.1533592965698242,False,REGULAR,USD,2026-01-16
3308,SPY260116C00685000,24:11:21 15:00:34,685.0,9.89,10.95,11.11,0.0,0.0,214.0,0.1511620529174805,False,REGULAR,USD,2026-01-16
3309,SPY260116C00690000,24:11:21 14:35:54,690.0,9.85,9.75,9.9,0.8100004,8.960181,768.0,0.1490868783569335,False,REGULAR,USD,2026-01-16
3310,SPY260116C00695000,24:11:22 16:55:35,695.0,8.68,8.67,8.81,0.030000687,0.34682876,561.0,0.147194807434082,False,REGULAR,USD,2026-01-16
3311,SPY260116C00700000,24:11:22 20:58:43,700.0,7.82,7.7,7.83,0.23000002,3.0303032,9777.0,0.1454705815124511,False,REGULAR,USD,2026-01-16
3312,SPY260116C00705000,24:11:21 14:48:54,705.0,6.3,6.82,6.95,0.0,0.0,5589.0,0.1438989419555664,False,REGULAR,USD,2026-01-16
3313,SPY260116C00710000,24:11:22 20:19:21,710.0,6.0,6.04,6.16,-0.010000229,-0.16639315,10203.0,0.1424646301269531,False,REGULAR,USD,2026-01-16
3314,SPY260116C00715000,24:11:22 20:19:01,715.0,5.34,5.33,5.46,-0.21999979,-3.956831,9158.0,0.1411981632995606,False,REGULAR,USD,2026-01-16
3315,SPY260116C00720000,24:11:22 20:19:01,720.0,4.71,4.71,4.83,-0.21999979,-4.4624705,4926.0,0.140007989654541,False,REGULAR,USD,2026-01-16
3316,SPY260116C00725000,24:11:22 20:18:02,725.0,4.17,4.16,4.27,-0.19999981,-4.576655,5218.0,0.1389398851013183,False,REGULAR,USD,2026-01-16
3317,SPY260116C00730000,24:11:22 20:18:11,730.0,3.67,3.71,3.77,-0.17999983,-4.67532,12341.0,0.1379480737304687,False,REGULAR,USD,2026-01-16
3318,SPY260116C00735000,24:11:21 19:19:34,735.0,3.27,3.26,3.33,0.0,0.0,28681.0,0.1370935900878906,False,REGULAR,USD,2026-01-16
3319,SPY260116C00740000,24:11:22 20:05:45,740.0,2.88,2.88,2.95,0.08000016,2.8571486,26014.0,0.1364222100830078,False,REGULAR,USD,2026-01-16
3320,SPY260116C00745000,24:11:22 18:14:08,745.0,2.6,2.54,2.61,-0.07000017,-2.6217291,30129.0,0.1358118646240234,False,REGULAR,USD,2026-01-16
3321,SPY260116C00750000,24:11:22 20:57:21,750.0,2.27,2.25,2.31,-0.059999943,-2.575105,10189.0,0.1352778123474121,False,REGULAR,USD,2026-01-16
3322,SPY260116C00755000,24:11:21 14:36:37,755.0,1.82,1.99,2.05,0.0,0.0,5529.0,0.1348810877990723,False,REGULAR,USD,2026-01-16
3323,SPY260116C00760000,24:11:22 18:25:37,760.0,1.82,1.77,1.8,-0.03999996,-2.1505356,1317.0,0.1342554837036133,False,REGULAR,USD,2026-01-16
3324,SPY260116C00765000,24:11:19 16:27:15,765.0,1.34,1.57,1.62,0.0,0.0,273.0,0.1343470355224609,False,REGULAR,USD,2026-01-16
3325,SPY260116C00770000,24:11:22 20:59:11,770.0,1.44,1.4,1.44,0.18000007,14.285719,236.0,0.1341028973388672,False,REGULAR,USD,2026-01-16
3326,SPY260116C00775000,24:11:19 16:04:56,775.0,1.06,1.25,1.29,0.0,0.0,327.0,0.1341334146118164,False,REGULAR,USD,2026-01-16
3327,SPY260116C00780000,24:11:21 18:31:12,780.0,1.12,1.12,1.16,-0.100000024,-8.196723,212.0,0.134224966430664,False,REGULAR,USD,2026-01-16
3328,SPY260116C00785000,24:11:20 15:28:35,785.0,0.89,1.01,1.05,0.0,0.0,89.0,0.1345301391601562,False,REGULAR,USD,2026-01-16
3329,SPY260116C00790000,24:11:22 14:58:59,790.0,0.96,0.91,0.95,-0.01000005,-1.0309329,192.0,0.13477427734375,False,REGULAR,USD,2026-01-16
3330,SPY260116C00795000,24:11:14 14:31:22,795.0,1.0,0.82,0.86,0.0,0.0,515.0,0.1350794500732422,False,REGULAR,USD,2026-01-16
3331,SPY260116C00800000,24:11:22 19:24:50,800.0,0.75,0.74,0.78,-0.01999998,-2.5974002,754.0,0.1353846228027344,False,REGULAR,USD,2026-01-16
3332,SPY260116C00805000,24:11:15 18:53:44,805.0,0.63,0.67,0.71,0.0,0.0,51.0,0.1358118646240234,False,REGULAR,USD,2026-01-16
3333,SPY260116C00810000,24:11:13 15:45:26,810.0,0.78,0.61,0.65,0.0,0.0,37.0,0.1363001409912109,False,REGULAR,USD,2026-01-16
3334,SPY260116C00815000,24:11:19 17:26:15,815.0,0.5,0.57,0.59,0.0,0.0,1513.0,0.1366663482666015,False,REGULAR,USD,2026-01-16
3335,SPY260116C00820000,24:11:19 17:27:38,820.0,0.46,0.52,0.54,0.0,0.0,127.0,0.137154624633789,False,REGULAR,USD,2026-01-16
3336,SPY260116C00825000,24:11:22 14:54:57,825.0,0.49,0.48,0.5,0.04000002,8.888893,31.0,0.1378260046386719,False,REGULAR,USD,2026-01-16
3337,SPY260116C00830000,24:11:20 14:30:07,830.0,0.4,0.44,0.46,0.0,0.0,95.0,0.1384363500976562,False,REGULAR,USD,2026-01-16
3338,SPY260116C00835000,24:11:19 17:34:49,835.0,0.37,0.4,0.43,0.0,0.0,204.0,0.1392908337402344,False,REGULAR,USD,2026-01-16
3339,SPY260116C00840000,24:11:22 20:59:14,840.0,0.38,0.37,0.4,-0.00999999,-2.5641003,786.0,0.1400232482910156,False,REGULAR,USD,2026-01-16
3340,SPY260618C00250000,24:10:10 16:05:19,250.0,339.34,358.03,363.0,0.0,0.0,19.0,0.5771679246520995,True,REGULAR,USD,2026-06-18
3341,SPY260618C00255000,24:10:29 16:26:05,255.0,341.0,351.43,355.75,0.0,0.0,2.0,0.5437362521362306,True,REGULAR,USD,2026-06-18
3342,SPY260618C00265000,24:08:15 13:54:36,265.0,299.31,304.91,309.5,0.0,0.0,4.0,1.0000000000000004e-05,True,REGULAR,USD,2026-06-18
3343,SPY260618C00275000,24:09:03 16:47:23,275.0,295.5,304.06,308.5,0.0,0.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,2026-06-18
3344,SPY260618C00280000,24:09:17 16:50:48,280.0,292.21,314.79,319.0,0.0,0.0,2.0,0.3583743362426758,True,REGULAR,USD,2026-06-18
3345,SPY260618C00285000,24:06:18 17:49:57,285.0,282.05,283.58,288.0,0.0,0.0,1.0,1.0000000000000004e-05,True,REGULAR,USD,2026-06-18
3346,SPY260618C00290000,24:07:11 19:45:51,290.0,288.26,256.63,261.0,0.0,0.0,1.0,1.0000000000000004e-05,True,REGULAR,USD,2026-06-18
3347,SPY260618C00300000,24:11:20 14:30:00,300.0,308.53,310.27,314.66,0.0,0.0,6.0,0.5118151846313476,True,REGULAR,USD,2026-06-18
3348,SPY260618C00305000,24:11:15 20:21:11,305.0,301.43,305.71,310.12,0.0,0.0,2.0,0.5058490577697754,True,REGULAR,USD,2026-06-18
3349,SPY260618C00310000,24:08:12 13:49:15,310.0,239.91,245.0,250.0,0.0,0.0,2.0,1.0000000000000004e-05,True,REGULAR,USD,2026-06-18
3350,SPY260618C00330000,24:11:19 15:29:55,330.0,275.69,283.02,287.47,0.0,0.0,1.0,0.476644027557373,True,REGULAR,USD,2026-06-18
3351,SPY260618C00335000,24:07:09 17:15:34,335.0,247.03,215.4,220.0,0.0,0.0,0.0,1.0000000000000004e-05,True,REGULAR,USD,2026-06-18
3352,SPY260618C00350000,24:10:10 16:05:19,350.0,248.7,267.0,271.98,0.0,0.0,57.0,0.4717765225219726,True,REGULAR,USD,2026-06-18
3353,SPY260618C00355000,24:08:30 19:34:44,355.0,227.75,235.0,238.83,0.0,0.0,51.0,1.0000000000000004e-05,True,REGULAR,USD,2026-06-18
3354,SPY260618C00360000,24:09:23 16:53:15,360.0,230.0,238.87,243.0,0.0,0.0,2.0,0.3025887612915039,True,REGULAR,USD,2026-06-18
3355,SPY260618C00370000,24:10:28 19:48:55,370.0,235.68,247.06,251.5,0.0,0.0,2.0,0.4321956195068359,True,REGULAR,USD,2026-06-18
3356,SPY260618C00375000,24:11:11 16:43:09,375.0,248.05,242.6,247.13,0.0,0.0,9.0,0.4274349249267578,True,REGULAR,USD,2026-06-18
3357,SPY260618C00380000,24:10:24 19:23:02,380.0,224.58,238.15,242.68,0.0,0.0,128.0,0.422155436706543,True,REGULAR,USD,2026-06-18
3358,SPY260618C00385000,24:09:26 19:45:52,385.0,211.26,217.47,221.5,0.0,0.0,22.0,0.3010171217346191,True,REGULAR,USD,2026-06-18
3359,SPY260618C00390000,24:10:14 16:23:00,390.0,221.56,230.12,234.05,0.0,0.0,6.0,0.413168099822998,True,REGULAR,USD,2026-06-18
3360,SPY260618C00395000,24:11:08 16:03:36,395.0,227.94,224.87,229.42,0.0,0.0,1.0,0.4067594725036621,True,REGULAR,USD,2026-06-18
3361,SPY260618C00400000,24:11:22 14:30:04,400.0,220.48,220.46,225.0,-1.8200073,-0.81871676,19.0,0.4015944240570068,True,REGULAR,USD,2026-06-18
3362,SPY260618C00405000,24:11:11 16:43:09,405.0,221.82,216.07,220.5,0.0,0.0,22.0,0.3959563578796387,True,REGULAR,USD,2026-06-18
3363,SPY260618C00410000,24:11:19 20:27:05,410.0,208.59,211.69,216.26,0.0,0.0,317.0,0.3917678621673583,True,REGULAR,USD,2026-06-18
3364,SPY260618C00415000,24:11:05 16:31:44,415.0,190.2,207.33,211.9,0.0,0.0,6.0,0.3868698398590088,True,REGULAR,USD,2026-06-18
3365,SPY260618C00420000,24:11:08 19:42:47,420.0,208.53,202.97,207.5,0.0,0.0,8.0,0.3817276793670653,True,REGULAR,USD,2026-06-18
3366,SPY260618C00425000,24:11:04 15:50:16,425.0,178.87,198.64,203.22,0.0,0.0,4.0,0.3771958643341064,True,REGULAR,USD,2026-06-18
3367,SPY260618C00430000,24:11:08 16:49:38,430.0,195.75,194.31,198.9,0.0,0.0,10.0,0.3724122817993164,True,REGULAR,USD,2026-06-18
3368,SPY260618C00435000,24:11:15 14:55:07,435.0,186.96,190.01,194.5,0.0,0.0,4.0,0.367193828125,True,REGULAR,USD,2026-06-18
3369,SPY260618C00440000,24:11:18 20:46:00,440.0,181.78,185.72,190.31,0.0,0.0,329.0,0.3629977030944825,True,REGULAR,USD,2026-06-18
3370,SPY260618C00445000,24:11:20 19:24:58,445.0,174.62,181.44,186.0,0.0,0.0,4.0,0.3581607153320312,True,REGULAR,USD,2026-06-18
3371,SPY260618C00450000,24:11:18 20:46:00,450.0,173.3,177.19,181.79,0.0,0.0,137.0,0.3537662280273437,True,REGULAR,USD,2026-06-18
3372,SPY260618C00455000,24:11:12 15:53:48,455.0,178.02,172.95,177.5,0.0,0.0,3.0,0.3489444989013671,True,REGULAR,USD,2026-06-18
3373,SPY260618C00460000,24:11:13 16:08:03,460.0,172.38,168.74,173.34,0.0,0.0,20.0,0.3446797100067138,True,REGULAR,USD,2026-06-18
3374,SPY260618C00465000,24:11:20 14:48:29,465.0,159.8,164.54,169.0,0.0,0.0,15.0,0.3395375495147705,True,REGULAR,USD,2026-06-18
3375,SPY260618C00470000,24:11:19 20:27:05,470.0,157.47,160.36,164.96,0.0,0.0,313.0,0.3357152610778808,True,REGULAR,USD,2026-06-18
3376,SPY260618C00475000,24:11:12 15:33:40,475.0,161.01,156.21,160.81,0.0,0.0,10.0,0.3313360324096679,True,REGULAR,USD,2026-06-18
3377,SPY260618C00480000,24:11:21 14:31:27,480.0,153.19,152.08,156.5,1.9100037,1.2625619,5.0,0.3261862425994872,True,REGULAR,USD,2026-06-18
3378,SPY260618C00485000,24:11:21 20:56:04,485.0,148.0,147.97,152.5,0.0,0.0,8.0,0.3223410662078856,True,REGULAR,USD,2026-06-18
3379,SPY260618C00490000,24:11:21 20:57:21,490.0,144.15,143.89,148.48,0.0,0.0,10.0,0.3183356741333007,True,REGULAR,USD,2026-06-18
3380,SPY260618C00495000,24:11:08 16:22:04,495.0,143.23,139.83,144.42,0.0,0.0,30.0,0.3140785145568847,True,REGULAR,USD,2026-06-18
3381,SPY260618C00500000,24:11:13 14:45:06,500.0,137.32,135.79,140.38,-2.6299896,-1.8792351,52.0,0.3098442429351806,True,REGULAR,USD,2026-06-18
3382,SPY260618C00505000,24:11:15 15:29:50,505.0,127.0,131.79,136.38,0.0,0.0,22.0,0.3056938938140869,True,REGULAR,USD,2026-06-18
3383,SPY260618C00510000,24:11:12 15:38:06,510.0,133.06,127.81,132.4,0.0,0.0,24.0,0.3015435446929931,True,REGULAR,USD,2026-06-18
3384,SPY260618C00515000,24:11:22 20:55:01,515.0,125.88,123.86,128.45,3.3799973,2.7591815,18.0,0.2974313421630858,True,REGULAR,USD,2026-06-18
3385,SPY260618C00520000,24:11:22 20:55:01,520.0,121.95,119.93,124.5,0.08999634,0.07385224,5271.0,0.2932352171325683,True,REGULAR,USD,2026-06-18
