,Date,Open,High,Low,Close,Volume,Percent_change
61,2024-02-29,503.3237321398956,504.9781144471222,500.62914055587447,503.3336181640625,83924800,-0.3582074494053198
62,2024-03-01,504.225208927524,508.4949130118072,503.8091191916199,508.05902099609375,76805900,-0.9300893472507756
63,2024-03-04,507.2467540723736,509.3964654654354,507.2170053027793,507.5141906738281,49799300,0.1073527267370104
64,2024-03-05,505.4734282627842,505.9291528003453,500.1932333802934,502.4420166015625,72855600,1.0095043616322137
65,2024-03-06,505.7805210417607,507.2863408221757,503.67044451642215,504.9880065917969,68382400,-0.5041684073682182
66,2024-03-07,508.3463502005687,511.0706601805832,505.0474415491212,510.000732421875,58652100,-0.9828860061188256
67,2024-03-08,510.6446878688164,513.3788536584552,506.3551210138583,506.9396057128906,86425500,0.6038444569111195
68,2024-03-11,505.7112086777493,507.0981241108622,503.74969455860384,506.5037231445313,62557200,0.0860571301733542
69,2024-03-12,508.653483719764,512.5467633341449,506.0876522821542,511.952392578125,73114400,-1.064292210093006
70,2024-03-13,512.2792366623361,512.4575478788394,509.6837170693826,511.1498718261719,55104100,0.1570030232201721
71,2024-03-14,512.140553831425,512.299093007899,507.0387002489096,510.1394653320313,110171800,0.198064757346893
72,2024-03-15,507.01416026926256,508.49484789394194,504.9372551596637,506.6365356445313,107585800,0.6914088189561091
73,2024-03-18,510.7803957728816,512.2511059082206,509.2301697604628,509.64752197265625,88893300,-0.5907977961848201
74,2024-03-19,508.9420377525219,512.767898001667,507.9184603156252,512.479736328125,60755300,-0.5526490424306982
75,2024-03-20,512.5393894901454,517.3589862711248,511.8537090188638,517.2198486328125,69594600,-0.9164598607762684
76,2024-03-21,520.1116257012677,520.8270866813767,518.6408548207436,518.9290771484375,60256100,-0.3293761307455281
77,2024-03-22,518.8395776269397,519.336445712385,517.7067038354423,517.9452514648438,79023000,0.1899478141389097
78,2024-03-25,516.5440627729764,517.6868836600069,516.3552504695413,516.5142822265625,48512100,0.2770434986062153
79,2024-03-26,517.9651274826323,518.3129715627164,515.1528975581022,515.560302734375,65463700,0.1850374218355996
80,2024-03-27,518.4421283197161,519.9327326012653,516.2360024435446,519.8929443359375,82999800,-0.833371879492731
81,2024-03-28,519.932716720273,521.323910948853,519.5054174509551,519.7935791015625,96294900,0.0191162873821465
82,2024-04-01,520.5488653976957,521.0954081926333,517.7067336888978,518.8892822265625,62477500,0.1742754969074803
83,2024-04-02,514.9938098122309,515.7291648546935,513.2448244934869,515.590087890625,74230300,0.6398870756874163
84,2024-04-03,514.4770775326527,517.6868867099614,514.4274028531074,516.156494140625,59155800,-0.1097353722039356
85,2024-04-04,520.2407869527252,520.5885703563196,509.548175898233,509.8562316894531,96858100,1.235693919106452
86,2024-04-05,511.2375744126989,517.1800977950921,510.7903809684024,515.1826782226562,74482100,-1.033894724795288
87,2024-04-08,515.8981240605402,516.9216407109773,514.6460068616293,515.4707641601562,48401800,-0.0558879295452131
88,2024-04-09,517.2396790447808,517.4881130885102,511.12817730789845,516.0670776367188,68124400,-0.1155496063211903
89,2024-04-10,510.26365246859376,512.9268582474925,508.88240522536654,510.899658203125,82652800,1.0114352888330318
90,2024-04-11,512.4498349823072,516.2260201069954,508.8724092121477,514.7553100585938,70099000,-0.7490261450687837
91,2024-04-12,511.14808700911647,512.5890166372046,505.8912139922861,507.650146484375,92469100,1.3996181471480065
92,2024-04-15,511.9033483294517,512.0722665055296,500.4256766924045,501.2902526855469,92101400,1.2687048600599076
93,2024-04-16,501.7771788158734,503.3274049221951,499.0642679665987,500.3760070800781,73484000,0.1827117192936147
94,2024-04-17,502.8802222819925,503.0491707898323,495.9936372779924,497.4146728515625,75910300,0.5953451697632853
95,2024-04-18,498.83569558695535,500.9722222959635,495.4371045279439,496.3910827636719,74548100,0.2062063811041401
96,2024-04-19,496.3116002828819,497.3252002692103,490.7665354143723,492.0584106445313,102129100,0.8805198784155318
97,2024-04-22,494.711667818158,499.2331856208768,492.3267070578426,496.58984375,67961000,-0.912510225994478
98,2024-04-23,498.636942344481,502.9199428812853,496.4010359253243,502.4826965332031,64633600,-1.1727474048081448
99,2024-04-24,503.3869921911485,504.1919160632818,499.9784844040735,502.24420166015625,55928100,0.0474858390118862
100,2024-04-25,496.0532419682503,501.1113557189292,494.3738253203593,500.3362426757813,69122400,0.3813353544351095
101,2024-04-26,503.1783456613281,506.6862333369332,502.5324231777089,505.0763854980469,64306100,-0.938500186974977
102,2024-04-29,506.8948926599373,507.5507621885733,504.0726855020144,506.8650817871094,46415400,-0.352893965935846
103,2024-04-30,505.3744949296637,506.3682311601101,498.8357238769531,498.8357238769531,77483600,1.6096196655187505
104,2024-05-01,498.2394895147282,505.0068310005207,496.7389380618175,497.2159423828125,80242800,0.325770224980746
105,2024-05-02,500.9920844658672,502.7212060251026,496.4208920146991,501.8665771484375,62550200,-0.9266675601410846
106,2024-05-03,507.958211782432,509.3394893637351,505.3744915353404,508.08740234375,72756700,-1.224361235215936
107,2024-05-06,510.53200703540136,513.3740782015815,510.0848135848007,513.3343505859375,47264700,-1.022130748935553
108,2024-05-07,514.3181090602363,515.321792334135,513.2150764267385,513.9007568359375,52561300,-0.110217049199798
109,2024-05-08,512.0325358216227,514.4969822450502,511.9132923271242,513.950439453125,42047200,-0.0096668109167034
110,2024-05-09,514.1392409957612,516.9515314299592,513.4734547232787,516.9117431640625,43643700,-0.5728838143260391
111,2024-05-10,518.541531808075,519.3663499127647,516.3354663544551,517.57763671875,52233200,-0.1286557817507375
112,2024-05-13,519.2867837096919,519.3960801344755,516.4844403610373,517.6470947265625,36716400,-0.0134180233058566
113,2024-05-14,517.845870997206,520.5488650757019,517.2993282026066,520.0221557617188,57535900,-0.4567230470550442
114,2024-05-15,522.536338648813,526.7597176250612,521.890385838366,526.4616088867188,59504900,-1.223157209623923
115,2024-05-16,526.5609053542673,528.1906471639559,525.2292722529754,525.3783569335938,50244800,0.206185111896781
116,2024-05-17,525.4976612387691,526.2032358076721,524.0170039383255,526.1336669921875,59187600,-0.143558587100446
117,2024-05-20,526.2528860959317,528.2304114271603,525.8553673552595,526.7398071289062,37764200,-0.1150739185676188
118,2024-05-21,525.9646887277215,528.190647957548,525.7559823051104,528.0316162109375,33437000,-0.2446461617774037
119,2024-05-22,527.326162502889,528.0515705525976,524.2952184343242,526.5112915039062,48390000,0.2887544353870653
120,2024-05-23,529.6216809268382,529.7309773550323,521.4332434749267,522.66552734375,57211200,0.7357983182286563
121,2024-05-24,524.5436509500731,526.9485363251738,523.5797559089358,526.1237182617188,41258400,-0.6572961449817175
122,2024-05-28,526.9485345476596,527.1870215404213,523.8082940687073,526.4913940429688,36269600,-0.0698350980491036
123,2024-05-29,522.3872742149765,524.0070691844509,522.0792183979332,522.8046264648438,45190300,0.7051903123074061
124,2024-05-30,521.2344957603983,521.9102290523294,518.0644750708034,519.33642578125,46468500,0.6678138700508931
125,2024-05-31,520.3103591267247,524.1958409477306,515.1130776019253,524.066650390625,90785800,-0.902599813563641
126,2024-06-03,525.7063472306155,525.9945088953991,519.3265171165476,524.4939575195312,46835700,-0.0814703625809336
127,2024-06-04,523.1623577306337,525.8355104123398,521.6717534988908,525.0802612304688,34632700,-0.1116598269307554
128,2024-06-05,527.4453880211063,531.3408169846891,525.4181273332309,531.3209228515625,47610400,-1.1745559703541415
129,2024-06-06,531.6289769858988,532.0662233434001,529.34339583876,531.3109741210938,30808500,0.0018724872914976
130,2024-06-07,530.3172560213775,533.5270653257803,529.2042762829789,530.6651000976562,43224500,0.1217102883379069
131,2024-06-10,529.8402412195088,532.6326374172725,529.2340767154915,532.3046875,35729300,-0.3080167131430248
132,2024-06-11,530.7247047857495,533.6462916683424,528.7173382332719,533.586669921875,36383400,-0.2402575802845114
133,2024-06-12,538.2373833788922,540.7117769987194,536.915697150594,537.9690551757812,63251300,-0.8146166051269077
134,2024-06-13,539.7478124920463,539.9266777201614,536.2101142349195,539.0521850585938,44760900,-0.2009322868610144
135,2024-06-14,537.4920648622942,539.4099685361405,536.468487416931,539.3801879882812,40089900,-0.0608110822369742
136,2024-06-17,538.684520335546,545.094130766412,538.2174327958913,543.6730346679688,55839500,-0.7896008089327479
137,2024-06-18,543.7326961379755,545.1835728880615,543.3053968317444,545.0543823242188,41376400,-0.2534329969717265
138,2024-06-20,545.998388045115,546.6741213430353,541.7650623776128,543.5736694335938,70328200,0.2724033509879001
139,2024-06-21,542.7353216721137,543.9814993386566,541.359536660369,542.844970703125,64513900,0.1342369865792246
140,2024-06-24,542.6654869095579,545.2774702309454,540.9606940866694,541.080322265625,45528700,0.3261342844831281
141,2024-06-25,542.3265432965302,543.5328651876017,540.7812951540958,543.1640014648438,38273300,-0.3836187953545033
142,2024-06-26,542.0274769406224,544.5696672392222,541.3695218986453,543.8419189453125,38550600,-0.1246534069649235
143,2024-06-27,543.7023376312073,545.287502429335,542.944651858443,544.6992797851562,35041500,-0.1574007661955998
144,2024-06-28,545.486798263383,548.5973135139099,541.2897110762246,542.5557861328125,76144500,0.3950734112748073
145,2024-07-01,543.9615156160739,544.2107511377408,540.861040330183,543.6724243164062,40297800,-0.2053880486945369
146,2024-07-02,542.0374167887238,547.3311767578125,541.9875818548202,547.3311767578125,40434800,-0.6684714112357616
147,2024-07-03,547.0121934350353,550.1426064052322,546.9723376543045,549.7737426757812,32789900,-0.4442856630585225
148,2024-07-05,550.0827508255076,553.3526892059208,549.4347141342516,552.9439697265625,41488400,-0.5733360384324231
149,2024-07-08,553.7415152105652,554.5490358670557,552.4953376018752,553.58203125,36110500,-0.1152605192037652
150,2024-07-09,554.5590182829026,555.4761879707042,553.8212908699849,554.120361328125,27289700,-0.097150387478042
151,2024-07-10,555.3665725096308,559.9524820743209,555.0675020334154,559.6035766601562,38701200,-0.9798392220357756
152,2024-07-11,559.7231750337523,560.6104681063581,554.1303444566381,554.7783203125,53054200,0.8697629613461176
153,2024-07-12,555.9248191759983,561.9463274579706,555.4463064471972,558.277587890625,53084400,-0.6267970726438259
154,2024-07-15,560.311398296651,563.1128031668419,557.9187129145695,559.8129272460938,40584300,-0.2742593607156583
155,2024-07-16,561.1487854201745,563.4317608849002,560.3811205446985,563.1326904296875,36475300,-0.5895170427880273
156,2024-07-17,557.0912361884987,558.7960290937725,554.907930544278,555.2369384765625,57119000,1.4220509130370642
157,2024-07-18,556.8021182483812,557.8090394621793,548.7468093865112,550.969970703125,56270400,0.7744465216483891
158,2024-07-19,550.7307222661709,552.3856801805274,546.2345037865905,547.3112182617188,65509100,0.668495788013735
159,2024-07-22,551.3090006301042,553.572078747978,549.3350746744194,552.9539794921875,43346700,-1.0204757429634297
160,2024-07-23,552.8442337473787,555.0375184716968,551.588137851579,552.0866088867188,34439600,0.1571077058394516
161,2024-07-24,547.1816242325932,547.490673848427,538.6378231676504,539.574951171875,74515300,2.3187988411378857
162,2024-07-25,539.6945619062409,545.7859241610148,535.8065243664755,536.7635498046875,61158300,0.5237690540295604
163,2024-07-26,540.6217783727961,545.5167371943498,539.8341551894262,542.775146484375,53763800,-1.1075666818249492
164,2024-07-29,544.3503340026783,545.3771527038682,541.0603764598081,543.0941772460938,39515800,-0.0587431747724643
165,2024-07-30,544.5895731947573,545.666287644811,536.8732514744864,540.3425903320312,46853600,0.509230063166351
166,2024-07-31,547.301250320355,551.8074480487554,545.9055679003443,549.1256713867188,65663400,-1.5994664814171586
167,2024-08-01,550.8803125382947,553.1732672362167,537.7804785256936,541.3495483398438,76428700,1.4364329056377771
168,2024-08-02,534.1117073017926,535.3479057173215,526.9835472513131,531.2704467773438,82789100,1.8971696286965056
169,2024-08-05,510.0754746346891,521.9789658356743,508.7096383906359,515.7979125976562,146267400,2.999727955812167
170,2024-08-06,517.6322508107505,528.1300803889604,516.2864033077316,520.5533447265625,84826300,-0.913534064679614
171,2024-08-07,526.853974399559,529.9644898031589,516.4658545181452,517.073974609375,70698300,0.6728960048348982
172,2024-08-08,522.3079029588757,529.6653404419462,520.2442863817973,529.02734375,63276600,-2.259499302227703
173,2024-08-09,528.1898998312505,532.8755399442665,526.9437221867524,531.3601684570312,45619600,-0.4390289008311121
174,2024-08-12,532.5764712875038,534.091781931366,529.3264302438555,531.6393432617188,42542100,-0.052512066352107
175,2024-08-13,534.8893467122859,540.6217634935539,534.6401112000568,540.3824462890625,52333100,-1.6179472681588312
176,2024-08-14,541.1900080218534,543.2936021497195,538.4683754931099,542.0872802734375,42446900,-0.3144943713704284
177,2024-08-15,547.8196935186993,551.667875488271,547.2015942737844,551.3787841796875,60846800,-1.685139902521533
178,2024-08-16,549.7338128719648,553.3228410528949,549.5743289043432,552.614990234375,44430700,-0.2237011439308225
179,2024-08-19,553.0336604584538,557.8987426757812,552.1663257169051,557.8987426757812,39121800,-0.9470809014668928
180,2024-08-20,557.4402132741827,559.1250478985908,555.6257713057036,556.9915771484375,33732300,0.1628688053036736
181,2024-08-21,558.0583241994157,560.3911347444695,553.0336968435711,558.9057006835938,41514600,-0.3424770104894437
182,2024-08-22,560.8397436724371,561.4578429047157,553.2829055393491,554.5191040039062,56121500,0.7910632200070422
183,2024-08-23,557.8190466371559,561.3681581060449,555.5858452035197,560.4110717773438,50639400,-1.051365340579572
184,2024-08-26,561.4578404826157,562.1855887387843,557.3404647717539,559.0751342773438,35788600,0.2389549128717417
185,2024-08-27,557.7791569087128,560.3413055504632,556.6127516242301,559.8428344726562,32693900,-0.1371278058842416
186,2024-08-28,559.4939090819285,559.932566048678,553.3427323904716,556.5927734375,41066000,0.5839208107363616
187,2024-08-29,558.596606479521,561.9562963735366,555.4761729455458,556.642578125,38715200,-0.0089473370268876
188,2024-08-30,559.0552241771917,562.4747281761535,555.4363195944869,561.956298828125,62700100,-0.9455754325035528
189,2024-09-03,558.7560822327254,559.0950693034819,547.829636294545,550.3917846679688,60600100,2.101142219470572
190,2024-09-04,548.5175522186577,552.7345978042155,547.7798248049543,549.2652587890625,47224900,0.2050968745756549
191,2024-09-05,549.2054363571287,552.1065110328964,545.426986935679,547.9293212890625,44264300,0.2438156616362606
192,2024-09-06,548.2583643657855,549.9132615492448,537.7904718679051,538.7076416015625,68493800,1.7118152733241745
193,2024-09-09,542.9845686634264,546.0352092215567,541.020560978281,544.7391357421875,40445800,-1.1072261464025908
194,2024-09-10,546.683138618194,547.4707617961353,541.7183865836922,547.11181640625,36394600,-0.4336738108943895
195,2024-09-11,547.022129900999,553.66173736146,538.3088658824848,552.724609375,75248600,-1.015477305252743
196,2024-09-12,553.3128303930216,557.6894207028424,551.0497524128357,557.38037109375,51892700,-0.8352934477426929
197,2024-09-13,557.998488196415,561.3083432909974,557.7392735130264,560.2914428710938,39310500,-0.5195638474195831
198,2024-09-16,560.0222237079752,561.3880294639021,558.1878843905836,561.118896484375,36656100,-0.1474649345202174
199,2024-09-17,563.3719664242926,564.8474821356156,559.0751483305542,561.3482055664062,49321000,-0.0408497042935898
200,2024-09-18,562.0161601746236,566.9510360067543,559.115085279758,559.683349609375,59044900,0.2974639067239035
201,2024-09-19,569.2639462608233,571.1282232116522,566.3429130659496,569.2340087890625,75315500,-1.6778089559344351
202,2024-09-20,567.8400268554688,569.3099975585938,565.1699829101562,568.25,77503100,0.1731647671029476
203,2024-09-23,569.3400268554688,570.3300170898438,568.0999755859375,569.6699829101562,44116900,-0.2492641270832411
204,2024-09-24,570.47998046875,571.3599853515625,567.5999755859375,571.2999877929688,46805700,-0.2853150564748815
205,2024-09-25,571.1400146484375,571.8900146484375,568.9099731445312,570.0399780273438,38428600,0.2210388418695363
206,2024-09-26,574.3800048828125,574.7100219726562,569.9000244140625,572.2999877929688,48336000,-0.394899495689412
207,2024-09-27,573.3900146484375,574.219970703125,570.4199829101562,571.469970703125,42100900,0.1452424680902329
208,2024-09-30,570.4199829101562,574.3800048828125,568.0800170898438,573.760009765625,63557400,-0.3991283853044162
209,2024-10-01,573.4000244140625,574.0599975585938,566.0,568.6199951171875,72668800,0.9039454631520984
210,2024-10-02,567.7100219726562,569.9000244140625,565.27001953125,568.8599853515625,38097800,-0.0421879268281953
211,2024-10-03,567.3599853515625,569.7999877929688,565.489990234375,567.8200073242188,40846500,0.1831527621304711
212,2024-10-04,572.3499755859375,573.3599853515625,568.0999755859375,572.97998046875,42939100,-0.9005503369087905
213,2024-10-07,571.2999877929688,571.9600219726562,566.6300048828125,567.7999877929688,49964700,0.912291790620816
214,2024-10-08,570.4199829101562,573.780029296875,569.530029296875,573.1699829101562,37398700,-0.9368939890959436
215,2024-10-09,573.1599731445312,577.7100219726562,572.5499877929688,577.1400146484375,37912200,-0.6878801742242008
216,2024-10-10,575.77001953125,577.5800170898438,574.489990234375,576.1300048828125,44138100,0.1753093498108019
217,2024-10-11,576.0499877929688,580.3300170898438,575.9099731445312,579.5800170898438,42268000,-0.5952607241971983
218,2024-10-14,581.219970703125,585.27001953125,580.72998046875,584.3200073242188,36217200,-0.8111976613775173
219,2024-10-15,584.5900268554688,584.9000244140625,578.5399780273438,579.780029296875,54203600,0.7830518124002276
220,2024-10-16,579.780029296875,582.8300170898438,578.9600219726562,582.2999877929688,30725400,-0.4327594966376158
221,2024-10-17,585.9099731445312,586.1199951171875,582.1599731445312,582.3499755859375,34393700,-0.0085838061413936
222,2024-10-18,584.0700073242188,585.3900146484375,582.5800170898438,584.5900268554688,37416800,-0.3831832851443888
223,2024-10-21,583.8499755859375,584.8499755859375,580.5999755859375,583.6300048828125,36439000,0.1644915382390275
224,2024-10-22,581.0499877929688,584.5,580.3800048828125,583.3200073242188,34183800,0.0531436526608709
225,2024-10-23,581.260009765625,581.7100219726562,574.4199829101562,577.989990234375,49314600,0.9221642554194456
226,2024-10-24,579.97998046875,580.0599975585938,576.5700073242188,579.239990234375,34979900,-0.2158000174494545
227,2024-10-25,581.510009765625,584.4600219726562,578.0800170898438,579.0399780273438,47268200,0.0345420376176176
228,2024-10-28,582.5800170898438,582.7100219726562,580.52001953125,580.8300170898438,30174700,-0.3081863901367745
229,2024-10-29,579.8499755859375,582.9099731445312,578.4299926757812,581.77001953125,42899700,-0.1615762947295975
230,2024-10-30,581.2899780273438,583.3200073242188,579.2899780273438,580.010009765625,41435800,0.3034447226757687
231,2024-10-31,575.5599975585938,575.6300048828125,568.4400024414062,568.6400146484375,60182500,1.999506686882916
232,2024-11-01,571.3200073242188,575.5499877929688,570.6199951171875,571.0399780273438,45667500,-0.420279397459512
233,2024-11-04,571.1799926757812,572.5,567.8900146484375,569.8099975585938,38217000,0.2158580007405926
234,2024-11-05,570.739990234375,576.739990234375,570.52001953125,576.7000122070312,39478300,-1.1947311431587126
235,2024-11-06,589.2000122070312,591.9299926757812,585.3900146484375,591.0399780273438,68182000,-2.426226034349419
236,2024-11-07,593.0800170898438,596.6500244140625,593.0,595.6099853515625,47233200,-0.7672818516501658
237,2024-11-08,596.1699829101562,599.6400146484375,596.1699829101562,598.1900024414062,46444900,-0.4313039467918
238,2024-11-11,599.8099975585938,600.1699829101562,597.0,598.760009765625,37586800,-0.0951979616076681
239,2024-11-12,598.6799926757812,599.2899780273438,594.3699951171875,596.9000244140625,43006100,0.3116075180912122
240,2024-11-13,597.3699951171875,599.22998046875,594.9600219726562,597.1900024414062,47388600,-0.0485570800177957
241,2024-11-14,597.3200073242188,597.8099975585938,592.6500244140625,593.3499755859375,38904100,0.6471773849281269
242,2024-11-15,589.719970703125,590.2000122070312,583.8599853515625,585.75,75988800,1.2974776928617158
243,2024-11-18,586.219970703125,589.489990234375,585.3400268554688,588.1500244140625,37084100,-0.4080633026332858
244,2024-11-19,584.7100219726562,591.0399780273438,584.030029296875,590.2999877929688,49412000,-0.3642153859674972
245,2024-11-20,590.3800048828125,590.7899780273438,584.6300048828125,590.5,50032600,-0.0338716692686282
246,2024-11-21,593.4000244140625,595.1199951171875,587.4500122070312,593.6699829101562,46750300,-0.5339638185203619
247,2024-11-22,593.6599731445312,596.1500244140625,593.1500244140625,595.510009765625,38226400,-0.3089833630492508
248,2024-11-25,599.52001953125,600.8599853515625,595.2000122070312,597.530029296875,42441400,-0.3380615922562077
249,2024-11-26,598.7999877929688,601.3300170898438,598.0700073242188,600.6500244140625,45621300,-0.5194364422495567
250,2024-11-27,600.4600219726562,600.8499755859375,597.280029296875,598.8300170898438,34000200,0.303927203426359
251,2024-11-29,599.6599731445312,603.3499755859375,599.3800048828125,602.5499877929688,30177400,-0.6173713017156597
