contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expirationDateCalls
SPY241227C00571000,2024-11-18 16:46:09+00:00,571.0,28.07,28.37,29.87,3.5200005,14.338088,1.0,4.0,0.20307193420410152,True,REGULAR,USD,2024-12-27
SPY241227C00572000,2024-11-20 18:19:27+00:00,572.0,22.36,27.47,28.97,0.0,0.0,1.0,4.0,0.20020331054687499,True,REGULAR,USD,2024-12-27
SPY241227C00573000,2024-11-15 16:57:21+00:00,573.0,26.88,26.58,28.07,6.029999,28.920856,1.0,2.0,0.19730416961669922,True,REGULAR,USD,2024-12-27
SPY241227C00575000,2024-11-21 17:28:16+00:00,575.0,24.14,25.34,26.29,0.0,0.0,1.0,23.0,0.19159743957519532,True,REGULAR,USD,2024-12-27
SPY241227C00576000,2024-11-15 15:51:01+00:00,576.0,19.43,23.93,25.4,0.0,0.0,,1.0,0.18863726409912107,True,REGULAR,USD,2024-12-27
SPY241227C00577000,2024-11-22 16:15:33+00:00,577.0,23.33,23.06,24.53,3.8500004,19.763863,3.0,5.0,0.1859212268066406,True,REGULAR,USD,2024-12-27
SPY241227C00578000,2024-11-21 18:10:36+00:00,578.0,23.0,22.19,23.66,0.0,0.0,1.0,24.0,0.18311363769531247,True,REGULAR,USD,2024-12-27
SPY241227C00579000,2024-11-18 16:41:41+00:00,579.0,17.15,21.33,22.79,0.0,0.0,,1.0,0.18021449676513673,True,REGULAR,USD,2024-12-27
SPY241227C00580000,2024-11-22 18:45:47+00:00,580.0,20.9,20.48,21.93,-0.2800007,-1.3220052,14.0,470.0,0.17737639038085937,True,REGULAR,USD,2024-12-27
SPY241227C00581000,2024-11-21 20:42:06+00:00,581.0,19.92,19.64,21.08,0.0,0.0,1.0,6.0,0.1746298358154297,True,REGULAR,USD,2024-12-27
SPY241227C00582000,2024-11-22 20:57:57+00:00,582.0,19.67,18.8,20.24,-0.12999916,-0.65656143,7.0,6.0,0.17191379852294925,True,REGULAR,USD,2024-12-27
SPY241227C00582500,2024-11-22 20:01:16+00:00,582.5,18.29,18.39,19.83,0.75,4.2759404,6.0,14.0,0.1706625903320313,True,REGULAR,USD,2024-12-27
SPY241227C00583000,2024-11-22 15:39:32+00:00,583.0,18.58,17.98,19.41,-0.5,-2.620545,30.0,40.0,0.16922827850341798,True,REGULAR,USD,2024-12-27
SPY241227C00584000,2024-11-22 18:08:12+00:00,584.0,18.28,17.16,18.59,0.13000107,0.71625936,1.0,26.0,0.166573275756836,True,REGULAR,USD,2024-12-27
SPY241227C00585000,2024-11-22 19:44:38+00:00,585.0,16.69,16.35,17.22,3.0200005,22.092175,28.0,150.0,0.15564809204101562,True,REGULAR,USD,2024-12-27
SPY241227C00586000,2024-11-22 20:29:51+00:00,586.0,15.68,16.15,16.23,-0.6700001,-4.0978594,211.0,250.0,0.15033808654785158,True,REGULAR,USD,2024-12-27
SPY241227C00587000,2024-11-22 14:49:13+00:00,587.0,14.62,15.36,15.44,-0.8500004,-5.494508,4.0,116.0,0.14786618743896485,True,REGULAR,USD,2024-12-27
SPY241227C00587500,2024-11-21 18:57:33+00:00,587.5,15.45,14.97,15.05,0.0,0.0,6.0,41.0,0.1466760137939453,True,REGULAR,USD,2024-12-27
SPY241227C00588000,2024-11-22 15:39:32+00:00,588.0,14.17,14.58,14.66,-0.5799999,-3.932203,37.0,110.0,0.14542480560302734,True,REGULAR,USD,2024-12-27
SPY241227C00589000,2024-11-22 20:56:54+00:00,589.0,14.06,13.82,13.9,-0.3199997,-2.2253108,4.0,132.0,0.1430749755859375,True,REGULAR,USD,2024-12-27
SPY241227C00590000,2024-11-22 19:14:39+00:00,590.0,13.07,13.08,13.15,-0.020000458,-0.15279189,55.0,592.0,0.1407251455688477,True,REGULAR,USD,2024-12-27
SPY241227C00591000,2024-11-22 20:19:46+00:00,591.0,12.05,12.35,12.42,-0.9499998,-7.307691,9.0,283.0,0.13846686737060548,True,REGULAR,USD,2024-12-27
SPY241227C00592000,2024-11-22 20:34:27+00:00,592.0,12.0,11.63,11.7,0.17000008,1.4370252,68.0,191.0,0.13614755462646483,True,REGULAR,USD,2024-12-27
SPY241227C00592500,2024-11-22 20:34:27+00:00,592.5,11.18,11.28,11.34,-0.09000015,-0.79858166,3.0,227.0,0.1349268637084961,True,REGULAR,USD,2024-12-27
SPY241227C00593000,2024-11-22 20:53:18+00:00,593.0,11.15,10.94,11.0,0.14999962,1.3636329,70.0,190.0,0.13393505233764647,True,REGULAR,USD,2024-12-27
SPY241227C00594000,2024-11-22 20:58:48+00:00,594.0,10.62,10.26,10.32,0.30999947,3.0067842,168.0,460.0,0.13178358459472655,True,REGULAR,USD,2024-12-27
SPY241227C00595000,2024-11-22 21:01:10+00:00,595.0,9.87,9.6,9.66,0.23999977,2.4922094,421.0,545.0,0.12970841003417968,True,REGULAR,USD,2024-12-27
SPY241227C00596000,2024-11-22 21:01:17+00:00,596.0,9.18,8.96,9.02,0.10000038,1.1013259,121.0,215.0,0.12766375274658204,False,REGULAR,USD,2024-12-27
SPY241227C00597000,2024-11-22 21:03:10+00:00,597.0,8.4,8.35,8.4,-0.20000076,-2.3255901,80.0,293.0,0.12568013000488282,False,REGULAR,USD,2024-12-27
SPY241227C00597500,2024-11-22 21:02:02+00:00,597.5,8.16,8.05,8.1,-0.25,-2.9726517,66.0,127.0,0.1247035772705078,False,REGULAR,USD,2024-12-27
SPY241227C00598000,2024-11-22 21:02:17+00:00,598.0,7.86,7.75,7.81,-0.089999676,-1.1320714,201.0,303.0,0.12384909362792969,False,REGULAR,USD,2024-12-27
SPY241227C00599000,2024-11-22 19:16:03+00:00,599.0,6.86,7.19,7.24,-1.06,-13.383837,304.0,558.0,0.12201805725097657,False,REGULAR,USD,2024-12-27
SPY241227C00600000,2024-11-22 20:58:05+00:00,600.0,6.88,6.64,6.7,-0.01999998,-0.2898548,773.0,1905.0,0.12037012451171875,False,REGULAR,USD,2024-12-27
SPY241227C00601000,2024-11-22 18:37:10+00:00,601.0,6.43,6.12,6.18,-0.03999996,-0.61823744,13.0,364.0,0.11872219177246093,False,REGULAR,USD,2024-12-27
SPY241227C00602000,2024-11-22 20:57:57+00:00,602.0,5.83,5.63,5.68,-0.1500001,-2.5083628,50.0,157.0,0.1170437417602539,False,REGULAR,USD,2024-12-27
SPY241227C00602500,2024-11-22 21:00:44+00:00,602.5,5.6,5.4,5.45,-0.1500001,-2.6086974,6.0,335.0,0.11640287902832032,False,REGULAR,USD,2024-12-27
SPY241227C00603000,2024-11-22 19:34:29+00:00,603.0,5.14,5.17,5.22,-0.42000008,-7.553958,18.0,173.0,0.11567046447753906,False,REGULAR,USD,2024-12-27
SPY241227C00604000,2024-11-22 20:55:09+00:00,604.0,4.92,4.73,4.78,-0.17000008,-3.3398838,406.0,419.0,0.11429718719482423,False,REGULAR,USD,2024-12-27
SPY241227C00605000,2024-11-22 21:13:55+00:00,605.0,4.38,4.32,4.37,-0.28999996,-6.2098494,383.0,429.0,0.11304597900390626,False,REGULAR,USD,2024-12-27
SPY241227C00606000,2024-11-22 21:03:11+00:00,606.0,4.01,3.94,3.98,-0.55999994,-12.253828,49.0,191.0,0.11176425354003905,False,REGULAR,USD,2024-12-27
SPY241227C00607000,2024-11-22 20:21:46+00:00,607.0,3.47,3.58,3.63,-0.8700001,-20.046085,5.0,217.0,0.11081821807861328,False,REGULAR,USD,2024-12-27
SPY241227C00608000,2024-11-22 20:52:56+00:00,608.0,3.42,3.25,3.29,-0.16999984,-4.7353716,119.0,439.0,0.10968907897949219,False,REGULAR,USD,2024-12-27
SPY241227C00609000,2024-11-22 20:58:42+00:00,609.0,3.12,2.95,2.99,-0.19000006,-5.7401834,149.0,252.0,0.1088956298828125,False,REGULAR,USD,2024-12-27
SPY241227C00610000,2024-11-22 21:06:43+00:00,610.0,2.75,2.67,2.7,-0.24000001,-8.026756,529.0,2704.0,0.10798011169433594,False,REGULAR,USD,2024-12-27
SPY241227C00611000,2024-11-22 20:16:34+00:00,611.0,2.47,2.41,2.44,-0.28999996,-10.507245,90.0,656.0,0.10724769714355468,False,REGULAR,USD,2024-12-27
SPY241227C00612000,2024-11-22 21:11:33+00:00,612.0,2.2,2.17,2.2,-0.38999987,-15.057911,19.0,458.0,0.10657631713867188,False,REGULAR,USD,2024-12-27
SPY241227C00613000,2024-11-22 20:56:37+00:00,613.0,2.03,1.95,1.99,-0.3399999,-14.345988,34.0,581.0,0.10614907531738281,False,REGULAR,USD,2024-12-27
SPY241227C00615000,2024-11-22 21:07:03+00:00,615.0,1.64,1.57,1.61,-0.15999997,-8.888887,885.0,1470.0,0.10517252258300781,False,REGULAR,USD,2024-12-27
SPY241227C00620000,2024-11-22 21:11:02+00:00,620.0,0.94,0.91,0.92,-0.18,-16.07143,549.0,2491.0,0.10346355529785155,False,REGULAR,USD,2024-12-27
SPY241227C00625000,2024-11-22 21:01:48+00:00,625.0,0.53,0.51,0.52,-0.13000005,-19.696978,119.0,3787.0,0.10315838256835935,False,REGULAR,USD,2024-12-27
SPY241227C00630000,2024-11-22 20:57:32+00:00,630.0,0.33,0.28,0.3,-0.03999999,-10.810808,145.0,1652.0,0.10425700439453123,False,REGULAR,USD,2024-12-27
SPY241227C00635000,2024-11-22 21:06:59+00:00,635.0,0.17,0.17,0.18,-0.060000002,-26.086956,48.0,1240.0,0.106454248046875,False,REGULAR,USD,2024-12-27
SPY241227C00640000,2024-11-22 20:59:30+00:00,640.0,0.12,0.1,0.12,-0.020000003,-14.285716,38.0,3605.0,0.11036045898437499,False,REGULAR,USD,2024-12-27
SPY241227C00645000,2024-11-22 20:33:27+00:00,645.0,0.08,0.07,0.08,-0.04,-33.333336,8.0,2015.0,0.1137783935546875,False,REGULAR,USD,2024-12-27
SPY241227C00650000,2024-11-22 20:56:41+00:00,650.0,0.06,0.05,0.06,-0.030000005,-33.333336,9.0,529.0,0.11914943359374999,False,REGULAR,USD,2024-12-27
SPY241227C00655000,2024-11-22 20:44:39+00:00,655.0,0.05,0.04,0.05,0.0,0.0,17.0,731.0,0.12549702636718751,False,REGULAR,USD,2024-12-27
SPY241227C00660000,2024-11-22 19:13:22+00:00,660.0,0.03,0.03,0.04,-0.01,-25.0,1.0,182.0,0.13086806640624998,False,REGULAR,USD,2024-12-27
SPY241227C00665000,2024-11-22 20:03:24+00:00,665.0,0.03,0.02,0.03,-0.01,-25.0,4.0,2291.0,0.13477427734375003,False,REGULAR,USD,2024-12-27
SPY241227C00670000,2024-11-22 20:09:52+00:00,670.0,0.03,0.02,0.03,0.0,0.0,8.0,332.0,0.143563251953125,False,REGULAR,USD,2024-12-27
SPY241227C00675000,2024-11-21 16:55:24+00:00,675.0,0.03,0.02,0.03,0.0,0.0,273.0,1398.0,0.15137567382812503,False,REGULAR,USD,2024-12-27
SPY241227C00680000,2024-11-18 16:20:33+00:00,680.0,0.02,0.02,0.03,0.0,0.0,2.0,163.0,0.159188095703125,False,REGULAR,USD,2024-12-27
SPY241227C00685000,2024-11-22 19:13:22+00:00,685.0,0.02,0.01,0.02,-0.01,-33.333336,1.0,4.0,0.1601646484375,False,REGULAR,USD,2024-12-27
SPY241231C00350000,2024-11-13 15:48:49+00:00,350.0,249.41,246.39,247.62,0.0,0.0,1.0,104.0,0.8762219409179688,True,REGULAR,USD,2024-12-31
SPY241231C00355000,2024-11-12 15:48:53+00:00,355.0,244.82,241.41,242.65,0.0,0.0,45.0,42.0,0.8581557153320312,True,REGULAR,USD,2024-12-31
SPY241231C00360000,2024-11-12 15:52:49+00:00,360.0,239.89,236.43,237.67,0.0,0.0,10.0,202.0,0.839723282470703,True,REGULAR,USD,2024-12-31
SPY241231C00365000,2024-11-11 14:55:59+00:00,365.0,236.48,231.45,232.69,0.0,0.0,10.0,3.0,0.8215349877929687,True,REGULAR,USD,2024-12-31
SPY241231C00370000,2024-10-23 18:57:53+00:00,370.0,210.44,226.47,227.71,0.0,0.0,3.0,34.0,0.8034687622070311,True,REGULAR,USD,2024-12-31
SPY241231C00375000,2024-10-17 16:04:03+00:00,375.0,213.63,212.57,213.8,0.0,0.0,16.0,21.0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-31
SPY241231C00380000,2024-08-12 14:30:59+00:00,380.0,161.35,167.86,169.42,0.0,0.0,2.0,9.0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-31
SPY241231C00385000,2024-08-23 16:52:49+00:00,385.0,180.03,187.16,189.01,0.0,0.0,2.0,7.0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-31
SPY241231C00390000,2024-10-29 15:27:38+00:00,390.0,194.67,206.57,207.81,0.0,0.0,1.0,38.0,0.7341335180664061,True,REGULAR,USD,2024-12-31
SPY241231C00395000,2024-11-15 14:43:42+00:00,395.0,196.28,201.6,202.84,0.0,0.0,1.0,23.0,0.7175321215820312,True,REGULAR,USD,2024-12-31
SPY241231C00400000,2024-11-19 17:46:02+00:00,400.0,191.25,196.62,197.86,0.0,0.0,1.0,179.0,0.700198310546875,True,REGULAR,USD,2024-12-31
SPY241231C00405000,2024-10-17 16:04:22+00:00,405.0,184.02,182.77,184.0,0.0,0.0,2.0,18.0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-31
SPY241231C00410000,2024-11-08 15:15:12+00:00,410.0,189.13,186.68,187.92,0.0,0.0,9.0,41.0,0.6674837939453127,True,REGULAR,USD,2024-12-31
SPY241231C00415000,2024-10-04 13:44:17+00:00,415.0,162.8,157.94,159.18,0.0,0.0,10.0,64.0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-31
SPY241231C00420000,2024-11-12 18:03:45+00:00,420.0,177.59,176.74,177.98,0.0,0.0,172.0,167.0,0.634891346435547,True,REGULAR,USD,2024-12-31
SPY241231C00425000,2024-11-07 18:31:48+00:00,425.0,172.55,171.77,173.01,0.0,0.0,3.0,20.0,0.6186561572265626,True,REGULAR,USD,2024-12-31
SPY241231C00428000,2024-10-28 17:52:27+00:00,428.0,157.68,168.79,170.03,0.0,0.0,1.0,1.0,0.6091347680664063,True,REGULAR,USD,2024-12-31
SPY241231C00429000,2024-03-28 17:09:02+00:00,429.0,112.99,95.79,96.88,0.0,0.0,31.0,19.0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-31
SPY241231C00430000,2024-11-12 18:04:47+00:00,430.0,167.54,166.8,168.04,0.0,0.0,114.0,131.0,0.6025430371093752,True,REGULAR,USD,2024-12-31
SPY241231C00431000,2024-08-06 15:12:01+00:00,431.0,106.56,126.67,127.91,0.0,0.0,2.0,3.0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-31
SPY241231C00432000,2024-11-12 18:31:52+00:00,432.0,166.25,164.81,166.05,0.0,0.0,1.0,8.0,0.5959513061523438,True,REGULAR,USD,2024-12-31
SPY241231C00433000,2024-10-21 19:32:38+00:00,433.0,154.2,163.82,165.06,0.0,0.0,2.0,4.0,0.5930216479492189,True,REGULAR,USD,2024-12-31
SPY241231C00434000,2024-08-13 18:46:07+00:00,434.0,116.56,129.72,131.4,0.0,0.0,2.0,6.0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-31
SPY241231C00435000,2024-11-18 15:06:42+00:00,435.0,154.26,161.83,163.07,0.0,0.0,10.0,22.0,0.5865519860839843,True,REGULAR,USD,2024-12-31
SPY241231C00436000,2024-04-29 18:49:49+00:00,436.0,91.05,103.13,104.4,0.0,0.0,2.0,7.0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-31
SPY241231C00437000,2024-08-05 18:07:04+00:00,437.0,96.89,120.77,121.94,0.0,0.0,49.0,54.0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-31
SPY241231C00438000,2024-11-12 17:21:43+00:00,438.0,160.92,158.85,160.09,0.0,0.0,1.0,24.0,0.5770305969238281,True,REGULAR,USD,2024-12-31
SPY241231C00439000,2024-11-15 17:54:30+00:00,439.0,148.41,157.86,159.1,0.0,0.0,1.0,6.0,0.5739788696289063,True,REGULAR,USD,2024-12-31
SPY241231C00440000,2024-11-12 18:05:10+00:00,440.0,157.58,156.87,158.11,0.0,0.0,76.0,140.0,0.5710492114257812,True,REGULAR,USD,2024-12-31
SPY241231C00441000,2024-04-29 18:49:31+00:00,441.0,86.69,98.56,99.8,0.0,0.0,,1.0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-31
SPY241231C00442000,2024-09-11 19:41:34+00:00,442.0,117.74,141.85,143.63,0.0,0.0,3.0,11.0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-31
SPY241231C00443000,2024-04-30 14:57:28+00:00,443.0,84.13,95.3,96.5,0.0,0.0,2.0,6.0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-31
SPY241231C00444000,2024-11-04 17:42:31+00:00,444.0,130.03,152.9,154.14,0.0,0.0,2.0,2.0,0.5585981640625001,True,REGULAR,USD,2024-12-31
SPY241231C00445000,2024-08-06 15:30:06+00:00,445.0,92.39,113.14,114.18,0.0,0.0,2.0,5.0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-31
SPY241231C00446000,2024-11-21 15:52:21+00:00,446.0,146.15,150.91,152.15,0.0,0.0,1.0,2.0,0.5521285021972657,True,REGULAR,USD,2024-12-31
SPY241231C00447000,2024-11-15 18:24:55+00:00,447.0,140.66,149.92,151.16,0.0,0.0,4.0,19.0,0.5491988439941409,True,REGULAR,USD,2024-12-31
SPY241231C00448000,2024-11-06 15:46:49+00:00,448.0,142.72,148.92,150.17,0.0,0.0,1.0,2.0,0.5459029785156251,True,REGULAR,USD,2024-12-31
SPY241231C00449000,2024-10-11 14:15:50+00:00,449.0,136.0,149.51,150.15,0.0,0.0,2.0,3.0,0.6045571771240237,True,REGULAR,USD,2024-12-31
SPY241231C00450000,2024-11-15 17:43:48+00:00,450.0,138.04,146.94,148.18,0.0,0.0,1.0,106.0,0.5396774548339844,True,REGULAR,USD,2024-12-31
SPY241231C00451000,2024-09-18 16:44:09+00:00,451.0,118.72,137.94,139.38,0.0,0.0,2.0,7.0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-31
SPY241231C00452000,2024-04-29 18:46:39+00:00,452.0,77.17,88.61,89.78,0.0,0.0,,1.0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-31
SPY241231C00453000,2024-11-06 18:29:33+00:00,453.0,140.64,143.96,145.2,0.0,0.0,1.0,17.0,0.5302781347656251,True,REGULAR,USD,2024-12-31
SPY241231C00454000,2024-11-21 19:03:21+00:00,454.0,142.5,142.97,144.21,0.0,0.0,5.0,2.0,0.5272264074707032,True,REGULAR,USD,2024-12-31
SPY241231C00455000,2024-11-15 18:34:29+00:00,455.0,132.51,141.98,143.22,0.0,0.0,1.0,63.0,0.5242967492675781,True,REGULAR,USD,2024-12-31
SPY241231C00456000,2024-11-15 20:08:03+00:00,456.0,132.04,140.98,142.22,0.0,0.0,5.0,10.0,0.5207567456054687,True,REGULAR,USD,2024-12-31
SPY241231C00457000,2024-11-12 14:57:32+00:00,457.0,144.86,139.99,141.23,0.0,0.0,1.0,16.0,0.5178270874023438,True,REGULAR,USD,2024-12-31
SPY241231C00458000,2024-09-11 13:34:45+00:00,458.0,97.09,0.0,0.0,0.0,0.0,1.0,26.0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-31
SPY241231C00459000,2024-11-15 20:11:24+00:00,459.0,129.18,138.01,139.25,0.0,0.0,4.0,26.0,0.5118457019042968,True,REGULAR,USD,2024-12-31
SPY241231C00460000,2024-11-15 17:10:14+00:00,460.0,128.05,137.02,138.26,0.0,0.0,11.0,108.0,0.5089160437011719,True,REGULAR,USD,2024-12-31
SPY241231C00461000,2024-11-15 18:16:35+00:00,461.0,127.28,136.02,137.26,0.0,0.0,2.0,410.0,0.5053760400390624,True,REGULAR,USD,2024-12-31
SPY241231C00462000,2024-09-11 13:36:05+00:00,462.0,92.94,0.0,0.0,0.0,0.0,1.0,333.0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-31
SPY241231C00463000,2024-11-15 18:06:24+00:00,463.0,125.1,134.04,135.28,0.0,0.0,2.0,208.0,0.5285691674804689,True,REGULAR,USD,2024-12-31
SPY241231C00464000,2024-11-20 15:09:33+00:00,464.0,124.61,133.05,134.29,0.0,0.0,1.0,19.0,0.52539537109375,True,REGULAR,USD,2024-12-31
SPY241231C00465000,2024-11-18 17:36:41+00:00,465.0,125.91,132.06,133.3,0.0,0.0,10.0,388.0,0.5222215747070311,True,REGULAR,USD,2024-12-31
SPY241231C00466000,2024-10-31 15:38:12+00:00,466.0,109.92,131.06,132.3,0.0,0.0,2.0,109.0,0.5185595019531251,True,REGULAR,USD,2024-12-31
SPY241231C00467000,2024-11-15 17:40:23+00:00,467.0,121.59,130.07,131.31,0.0,0.0,1.0,220.0,0.5153857055664062,True,REGULAR,USD,2024-12-31
SPY241231C00468000,2024-10-22 17:39:47+00:00,468.0,119.59,129.08,130.32,0.0,0.0,3.0,386.0,0.5122119091796875,True,REGULAR,USD,2024-12-31
SPY241231C00469000,2024-10-23 15:07:07+00:00,469.0,116.55,128.09,129.33,0.0,0.0,2.0,126.0,0.5090381127929688,True,REGULAR,USD,2024-12-31
SPY241231C00470000,2024-11-20 20:50:35+00:00,470.0,122.5,127.1,128.34,0.0,0.0,4.0,197.0,0.50586431640625,True,REGULAR,USD,2024-12-31
SPY241231C00471000,2024-11-15 20:07:38+00:00,471.0,117.05,126.11,127.35,0.0,0.0,1.0,296.0,0.5026294854736328,True,REGULAR,USD,2024-12-31
SPY241231C00472000,2024-10-24 17:57:56+00:00,472.0,111.94,125.12,126.36,0.0,0.0,1.0,27.0,0.49945568908691407,True,REGULAR,USD,2024-12-31
SPY241231C00473000,2024-11-19 15:49:57+00:00,473.0,117.47,124.12,125.36,0.0,0.0,1.0,27.0,0.4958546508789063,True,REGULAR,USD,2024-12-31
SPY241231C00474000,2024-09-26 15:56:25+00:00,474.0,106.0,109.43,110.63,0.0,0.0,8.0,102.0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-31
SPY241231C00475000,2024-11-20 16:19:20+00:00,475.0,114.11,122.14,123.38,0.0,0.0,3.0,273.0,0.48950705810546885,True,REGULAR,USD,2024-12-31
SPY241231C00476000,2024-11-21 19:47:06+00:00,476.0,120.42,121.15,122.39,0.0,0.0,1.0,39.0,0.48633326171875,True,REGULAR,USD,2024-12-31
SPY241231C00477000,2024-10-28 19:14:10+00:00,477.0,109.18,120.16,121.4,0.0,0.0,1.0,11.0,0.4830984307861329,True,REGULAR,USD,2024-12-31
SPY241231C00478000,2024-09-26 17:07:59+00:00,478.0,101.05,105.53,106.76,0.0,0.0,2.0,6.0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-31
SPY241231C00479000,2024-11-21 15:54:50+00:00,479.0,114.0,118.18,119.42,0.0,0.0,1.0,14.0,0.4766898034667969,True,REGULAR,USD,2024-12-31
SPY241231C00480000,2024-11-20 17:22:15+00:00,480.0,108.92,117.19,118.43,0.0,0.0,4.0,1374.0,0.4735160070800781,True,REGULAR,USD,2024-12-31
SPY241231C00481000,2024-11-06 18:24:11+00:00,481.0,112.59,116.2,117.44,0.0,0.0,2.0,8.0,0.4703422106933594,True,REGULAR,USD,2024-12-31
SPY241231C00482000,2024-10-25 14:01:12+00:00,482.0,105.89,115.21,116.45,0.0,0.0,2.0,22.0,0.46716841430664063,True,REGULAR,USD,2024-12-31
SPY241231C00483000,2024-10-28 14:25:49+00:00,483.0,104.11,114.22,115.46,0.0,0.0,10.0,64.0,0.46393358337402346,True,REGULAR,USD,2024-12-31
SPY241231C00484000,2024-10-28 18:03:39+00:00,484.0,102.61,113.23,114.47,0.0,0.0,1.0,41.0,0.4607597869873047,True,REGULAR,USD,2024-12-31
SPY241231C00485000,2024-11-21 19:18:26+00:00,485.0,111.42,112.23,113.48,0.0,0.0,1.0,81.0,0.45752495605468757,True,REGULAR,USD,2024-12-31
SPY241231C00486000,2024-09-27 13:36:47+00:00,486.0,95.25,97.83,99.04,0.0,0.0,2.0,0.0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-31
SPY241231C00487000,2024-11-18 19:43:08+00:00,487.0,103.11,110.25,111.49,0.0,0.0,5.0,1025.0,0.45075012145996096,True,REGULAR,USD,2024-12-31
SPY241231C00488000,2024-11-19 18:35:50+00:00,488.0,104.27,109.26,110.5,0.0,0.0,1.0,94.0,0.4475763250732422,True,REGULAR,USD,2024-12-31
SPY241231C00489000,2024-11-08 16:52:22+00:00,489.0,112.24,108.27,109.51,0.0,0.0,10.0,3120.0,0.44434149414062496,True,REGULAR,USD,2024-12-31
SPY241231C00490000,2024-11-22 16:00:11+00:00,490.0,108.09,107.29,108.53,7.2199936,7.1577215,7.0,2085.0,0.4415339050292969,True,REGULAR,USD,2024-12-31
SPY241231C00491000,2024-11-14 17:07:43+00:00,491.0,107.49,106.3,107.54,0.0,0.0,2.0,290.0,0.4382990740966797,True,REGULAR,USD,2024-12-31
SPY241231C00492000,2024-11-18 14:36:15+00:00,492.0,96.8,105.31,106.55,0.0,0.0,52.0,132.0,0.43506424316406256,True,REGULAR,USD,2024-12-31
SPY241231C00493000,2024-09-26 16:32:19+00:00,493.0,86.97,91.11,92.32,0.0,0.0,34.0,130.0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-31
SPY241231C00494000,2024-09-26 15:54:55+00:00,494.0,86.8,90.15,91.36,0.0,0.0,6.0,209.0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-31
SPY241231C00495000,2024-11-19 14:43:38+00:00,495.0,93.62,102.34,103.58,0.0,0.0,3.0,78.0,0.42542078491210944,True,REGULAR,USD,2024-12-31
SPY241231C00496000,2024-11-06 18:17:30+00:00,496.0,97.83,101.35,102.59,0.0,0.0,1.0,52.0,0.4222469885253906,True,REGULAR,USD,2024-12-31
SPY241231C00497000,2024-11-11 21:02:38+00:00,497.0,104.86,100.36,101.6,0.0,0.0,1.0,145.0,0.41901215759277344,True,REGULAR,USD,2024-12-31
SPY241231C00498000,2024-11-12 18:03:34+00:00,498.0,100.45,99.37,100.61,0.0,0.0,20.0,171.0,0.4157773266601562,True,REGULAR,USD,2024-12-31
SPY241231C00499000,2024-11-14 17:07:43+00:00,499.0,99.58,98.38,99.62,0.0,0.0,1.0,62.0,0.412542495727539,True,REGULAR,USD,2024-12-31
SPY241231C00500000,2024-11-22 16:15:25+00:00,500.0,97.2,97.39,98.63,4.199997,4.5161257,1.0,589.0,0.40930766479492187,True,REGULAR,USD,2024-12-31
SPY241231C00501000,2024-11-14 17:13:37+00:00,501.0,97.63,96.41,97.64,0.0,0.0,1.0,54.0,0.40607283386230464,True,REGULAR,USD,2024-12-31
SPY241231C00502000,2024-11-12 15:06:47+00:00,502.0,99.47,95.42,96.66,0.0,0.0,1.0,79.0,0.40320421020507813,True,REGULAR,USD,2024-12-31
SPY241231C00503000,2024-11-05 14:36:43+00:00,503.0,74.28,94.43,95.67,0.0,0.0,4.0,64.0,0.399969379272461,True,REGULAR,USD,2024-12-31
SPY241231C00504000,2024-11-22 20:17:42+00:00,504.0,93.23,93.44,94.68,8.310005,9.785687,10.0,159.0,0.3967345483398438,True,REGULAR,USD,2024-12-31
SPY241231C00505000,2024-11-13 18:43:01+00:00,505.0,97.07,92.45,93.69,0.0,0.0,1.0,87.0,0.39349971740722656,True,REGULAR,USD,2024-12-31
SPY241231C00506000,2024-10-25 19:51:42+00:00,506.0,81.18,91.46,92.7,0.0,0.0,1.0,31.0,0.390203851928711,True,REGULAR,USD,2024-12-31
SPY241231C00507000,2024-09-26 15:54:16+00:00,507.0,74.63,77.81,79.0,0.0,0.0,8.0,102.0,1.0000000000000003e-05,True,REGULAR,USD,2024-12-31
